gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	IRC	Ionocyte	MC	MoMa	NKT	NKT-p	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC05992FDC8	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC069F95780	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0DAD29856	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC02F06FF62	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EC572716	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC091173D82	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC07FB88720	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC035953E6B	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC01115AAD1	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BD4C290F	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0DA5EFA18	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F590482E	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC090DB3159	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0FF018913	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC08BF895FC	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC09C06C70F	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC004A436C5	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC00BE2EEE3	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC08AA91C84	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.0	0.0	2.114	0.011	0.011	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.013	0.01	0.793	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC05D87F723	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0606C6896	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC036D78A43	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC054484F7B	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC02392F4AF	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC07222A428	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0814068D9	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08F797F90	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC035134F18	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC04B354AE3	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0FC645961	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC058845C44	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC09C0B5D08	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC039D075C6	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC04B0064C4	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC03DD752AB	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC052A417CB	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC03C093767	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC061137A41	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08226CD3B	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC083EDDA21	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CCF30377	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC09DE07794	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC040C26CBD	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0F300DE24	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC00064A9CE	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC06873D10F	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0.0	0.231	0.0	0.764	0.127	0.155	0.139	0.0	0.0	0.0	0.494	0.562	0.145	0.879	0.0	0.0	0.0	0.0	0.0
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.0	0.026	0.0	0.402	0.102	0.062	0.05	0.0	0.0	0.0	0.008	0.227	0.084	0.021	0.0	0.0	0.0	0.0	0.0
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.0	0.026	0.0	0.402	0.102	0.062	0.05	0.0	0.0	0.0	0.008	0.227	0.084	0.021	0.0	0.0	0.0	0.0	0.0
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.0	0.026	0.0	0.402	0.102	0.062	0.05	0.0	0.0	0.0	0.008	0.227	0.084	0.021	0.0	0.0	0.0	0.0	0.0
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC09938698A	0.0	0.026	0.0	0.402	0.102	0.062	0.05	0.0	0.0	0.0	0.008	0.227	0.084	0.021	0.0	0.0	0.0	0.0	0.0
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC06364D669	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC01833C7FC	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGA4	P13612	True	ITA4_HUMAN	a4b7 complex	CPI-SC0B4D7E0FF	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGA4	P13612	True	ITA4_HUMAN	a4b7 complex	CPI-SC08E97F7CA	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGA4	P13612	True	ITA4_HUMAN	a4b7 complex	CPI-SC098B43B5A	0.14	0.0	0.853	0.004	0.0	0.0	0.0	0.244	0.158	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.416	0.0	0.054
ITGB7	P26010	True	ITB7_HUMAN	a4b7 complex	CPI-SC0B4D7E0FF	0.258	0.0	0.329	0.019	0.01	0.028	0.0	0.0	0.0	0.0	0.0	0.024	0.024	0.041	0.391	0.0	0.017	0.0	0.025
ITGB7	P26010	True	ITB7_HUMAN	a4b7 complex	CPI-SC08E97F7CA	0.258	0.0	0.329	0.019	0.01	0.028	0.0	0.0	0.0	0.0	0.0	0.024	0.024	0.041	0.391	0.0	0.017	0.0	0.025
ITGB7	P26010	True	ITB7_HUMAN	a4b7 complex	CPI-SC098B43B5A	0.258	0.0	0.329	0.019	0.01	0.028	0.0	0.0	0.0	0.0	0.0	0.024	0.024	0.041	0.391	0.0	0.017	0.0	0.025
ITGB7	P26010	True	ITB7_HUMAN	aEb7 complex	CPI-SC007890A1C	0.258	0.0	0.329	0.019	0.01	0.028	0.0	0.0	0.0	0.0	0.0	0.024	0.024	0.041	0.391	0.0	0.017	0.0	0.025
ITGA5	P08648	True	ITA5_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.426	0.0	0.0	0.014	0.0	0.004	0.215	0.0	0.408	0.0	0.0
ITGA5	P08648	True	ITA5_HUMAN	a5b1 complex	CPI-SC0C8B4C056	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.426	0.0	0.0	0.014	0.0	0.004	0.215	0.0	0.408	0.0	0.0
ITGA5	P08648	True	ITA5_HUMAN	a5b1 complex	CPI-SC0592EC3D0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.426	0.0	0.0	0.014	0.0	0.004	0.215	0.0	0.408	0.0	0.0
ITGA5	P08648	True	ITA5_HUMAN	a5b1 complex	CPI-SC062C5C6C2	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.426	0.0	0.0	0.014	0.0	0.004	0.215	0.0	0.408	0.0	0.0
ITGA5	P08648	True	ITA5_HUMAN	a5b1 complex	CPI-SC058F72F90	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.426	0.0	0.0	0.014	0.0	0.004	0.215	0.0	0.408	0.0	0.0
ITGA6	P23229	True	ITA6_HUMAN	a6b1 complex	CPI-SC0EEF3A379	0.0	0.146	0.038	0.184	0.077	0.098	0.342	0.0	0.0	0.0	0.413	0.433	0.025	0.022	0.039	0.0	0.0	0.0	0.0
ITGA6	P23229	True	ITA6_HUMAN	a6b4 complex	CPI-SC0E5218AA4	0.0	0.146	0.038	0.184	0.077	0.098	0.342	0.0	0.0	0.0	0.413	0.433	0.025	0.022	0.039	0.0	0.0	0.0	0.0
ITGA6	P23229	True	ITA6_HUMAN	a6b4 complex	CPI-SC0A68C5F13	0.0	0.146	0.038	0.184	0.077	0.098	0.342	0.0	0.0	0.0	0.413	0.433	0.025	0.022	0.039	0.0	0.0	0.0	0.0
ITGB4	P16144	True	ITB4_HUMAN	a6b4 complex	CPI-SC0E5218AA4	0.0	0.171	0.026	0.532	0.209	0.109	0.845	0.0	0.0	0.0	0.07	0.619	0.178	0.214	0.039	0.0	0.0	0.0	0.0
ITGB4	P16144	True	ITB4_HUMAN	a6b4 complex	CPI-SC0A68C5F13	0.0	0.171	0.026	0.532	0.209	0.109	0.845	0.0	0.0	0.0	0.07	0.619	0.178	0.214	0.039	0.0	0.0	0.0	0.0
ITGA7	Q13683	True	ITA7_HUMAN	a7b1 complex	CPI-SC0A2FE9693	0.0	0.0	0.026	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ITGA9	Q13797	True	ITA9_HUMAN	a9b1 complex	CPI-SC01AB9BED7	0.0	0.0	0.0	0.088	0.044	0.0	0.283	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.04	0.0	0.0
ITGA9	Q13797	True	ITA9_HUMAN	a9b1 complex	CPI-SC056BF6CBB	0.0	0.0	0.0	0.088	0.044	0.0	0.283	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.04	0.0	0.0
ITGA9	Q13797	True	ITA9_HUMAN	a9b1 complex	CPI-SC062D34C2A	0.0	0.0	0.0	0.088	0.044	0.0	0.283	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.0	0.04	0.0	0.0
ITGAE	P38570	True	ITAE_HUMAN	aEb7 complex	CPI-SC007890A1C	0.074	0.093	0.867	0.173	0.144	0.122	0.0	0.72	0.52	0.0	0.082	0.14	0.05	0.054	0.487	0.0	0.202	0.361	0.179
ITGB2	P05107	True	ITB2_HUMAN	aLb2 complex	CPI-SC0F4AC5AA2	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aLb2 complex	CPI-SC063BC3DDE	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aLb2 complex	CPI-SC0329D5397	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aLb2 complex	CPI-SC092659F65	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aLb2 complex	CPI-SC08923F7F7	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aMb2 complex	CPI-SC0A05D3880	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aMb2 complex	CPI-SC07312BD5C	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aMb2 complex	CPI-SC0B6D68FD5	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aMb2 complex	CPI-SC0C3E2D267	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aMb2 complex	CPI-SC0527EEE7A	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aMb2 complex	CPI-SC0B292AEE6	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
ITGB2	P05107	True	ITB2_HUMAN	aMb2 complex	CPI-SC0F9DD28F3	0.8	0.0	0.51	0.004	0.0	0.0	0.036	0.311	1.139	0.0	0.0	0.027	0.0	0.002	0.374	0.0	1.442	0.361	0.683
